total_spend,num_transactions,num_products,last_purchase_week,first_purchase_week
4833.29,113,708,102,8
4713.85,127,870,101,14
1461.82,26,328,102,10
1877.71,82,348,100,13
7164.99,163,1234,102,16
6060.39,97,1121,101,16
3982.87,140,779,98,17
575.87,42,187,101,9
6759.92,141,965,102,12
9129.83,89,1449,102,5
779.29,45,216,97,14
1552.43,18,371,101,6
2970.14,186,657,99,11
1878.48,66,529,99,16
4695.59,372,863,102,9
1567.89,51,331,94,12
5246.67,90,693,102,1
7631.12,106,1087,102,10
298.65,9,105,88,3
2265.9,49,435,92,11
1090.6200000000001,38,223,98,14
1692.54,58,391,100,2
5706.01,96,1075,102,18
3263.92,124,523,102,8
3703.42,112,260,101,17
69.32,8,36,85,15
834.27,41,269,101,7
156.55,25,51,90,5
933.4300000000001,41,284,100,12
2523.34,120,506,102,15
313.83,11,126,96,12
5874.46,108,900,101,11
390.7,12,157,86,6
3194.17,131,631,102,14
2018.95,121,306,102,17
748.07,57,91,100,9
2064.11,40,303,101,6
13923.45,180,1011,102,15
356.09999999999997,14,18,97,8
1596.48,40,484,58,17
182.1,11,43,92,3
84.21,30,19,73,16
1714.61,75,448,99,18
5666.66,197,953,102,4
857.96,40,245,100,16
6198.89,266,1137,102,10
4031.08,107,771,102,16
2408.11,99,505,101,17
2177.52,86,511,102,8
644.33,39,354,98,15
610.22,17,150,97,17
2601.56,195,634,98,15
133.5,3,43,88,9
3681.13,152,869,88,12
1452.29,46,373,102,10
936.39,44,305,90,5
3074.45,55,665,101,11
1530.52,85,406,101,4
4093.12,173,653,102,15
5094.8,260,929,102,9
8550.73,106,1141,102,2
5469.53,113,812,101,5
2667.13,46,382,99,10
3917.34,129,715,102,17
1335.47,91,147,102,11
9520.85,225,1399,102,12
780.92,15,154,102,7
492.03,29,81,102,1
9155.01,117,1792,101,2
7169.78,404,1052,102,4
1180.72,84,350,101,16
1153.05,65,271,102,15
670.43,48,176,101,11
7205.88,403,1118,102,8
5639.17,155,801,102,16
8673.11,197,1572,102,2
27.509999999999998,2,11,11,8
319.90000000000003,18,96,102,17
5239.09,103,655,102,7
2646.05,190,800,101,15
1978.76,107,484,102,2
502.25,41,150,102,8
4866.06,372,1355,100,3
9456.83,193,1555,100,4
6996.68,232,1275,102,12
1727.97,34,427,93,16
2292.52,78,483,102,15
251.33,46,49,98,17
3505.21,55,831,100,4
450.87,15,116,102,17
2402.11,132,476,102,9
454.57,34,123,102,16
4430.01,192,1091,102,12
975.25,19,387,102,1
1077.42,23,46,101,12
215.58,15,40,93,6
2301.4,113,615,102,16
3076.27,40,655,102,5
2059.76,300,465,98,2
3984.1,106,780,102,2
3352.07,98,697,102,8
8917.54,640,1412,102,17
4893.9,173,1151,94,14
5298.05,202,844,101,7
2415.4900000000002,56,596,102,14
1195.65,38,329,95,17
4400.26,94,929,102,3
1131.65,37,257,102,8
8440.77,273,1529,102,10
7971.57,192,903,102,9
3824.87,89,622,101,16
2880.5,219,609,99,17
4941.52,158,799,101,10
2479.46,180,679,101,16
1787.48,43,408,99,13
5413.2,216,868,102,5
1505.67,79,438,102,8
1239.07,118,466,102,11
4019.71,44,528,102,14
5477.2,324,1018,102,6
4614.02,178,844,102,12
321.35,5,80,65,10
3992.67,90,659,102,2
937.23,26,276,101,7
181.51,3,64,44,12
2333.16,68,406,102,15
2022.54,26,533,95,5
9489.82,346,1711,102,2
450.33,29,189,100,10
1270.35,80,338,82,9
570.03,21,122,93,10
1497.56,30,398,102,16
791.54,75,75,101,2
1574.94,49,383,102,5
589.17,16,147,102,14
7456.64,133,767,102,8
13379.78,429,1382,102,16
1491.0,151,361,102,7
5763.97,460,1333,102,2
16960.59,315,1973,102,17
77.44,3,20,11,9
8754.12,148,1405,101,11
2304.15,67,542,102,13
668.96,23,171,95,16
3273.95,209,436,102,16
4728.67,312,1287,102,12
361.88,46,106,98,17
2244.17,70,252,101,9
1594.87,52,332,101,14
6974.46,71,1050,102,5
2789.51,134,748,102,11
1007.97,31,353,97,14
3888.44,126,853,102,10
1160.57,46,258,99,18
972.47,59,323,101,14
12332.91,228,1445,102,8
5008.79,105,696,102,13
1103.88,79,302,102,17
1389.3700000000001,17,327,99,8
17152.63,265,2375,102,16
2057.9,73,478,100,12
989.26,26,213,95,9
833.51,33,207,101,16
2093.06,157,483,102,12
2428.06,88,601,102,17
916.97,70,206,100,12
439.03000000000003,55,102,96,11
1336.14,116,301,102,9
2462.95,45,446,102,11
8381.66,186,1555,98,7
8003.99,98,1436,99,7
13404.83,230,2050,102,16
698.36,45,157,100,3
2709.53,83,535,102,11
2057.89,62,576,102,17
4615.35,118,996,102,13
4661.63,137,733,102,5
1960.24,74,569,98,14
2158.85,66,372,102,11
240.09,88,75,83,12
6320.64,123,1029,101,1
62.06,8,32,49,4
6009.24,179,873,102,2
582.45,31,137,100,5
275.01,12,80,92,6
1389.32,74,420,101,6
1830.83,58,266,102,14
14682.81,321,1585,102,14
105.69,11,28,102,16
5078.05,86,723,100,15
266.1,9,50,102,18
751.89,27,180,83,6
13967.37,150,1878,101,2
10685.72,366,1923,90,7
1148.68,117,344,102,2
369.59000000000003,25,117,99,9
336.09000000000003,18,106,102,7
23646.920000000002,323,2808,102,10
781.34,29,131,98,16
2671.77,146,577,101,1
106.36,3,19,100,97
1322.87,47,390,102,16
1267.76,43,478,99,2
14193.61,166,1549,102,2
2722.37,100,689,84,10
5683.36,73,1011,102,10
5903.55,103,1154,100,3
353.8,16,56,94,5
270.6,24,154,102,8
11955.380000000001,361,1827,102,2
1955.25,53,494,101,9
2384.25,76,633,101,1
11703.97,1210,1590,102,17
2111.55,69,586,102,18
262.42,10,103,99,12
2996.82,149,657,102,4
5698.38,306,1222,100,7
5934.36,196,524,102,15
4627.4800000000005,240,1000,102,17
2690.84,57,642,102,15
4278.51,109,1046,100,4
1220.38,30,226,102,5
3232.55,93,500,102,13
278.87,56,75,95,14
2100.28,72,491,101,13
1915.65,46,490,102,15
16616.78,322,1778,102,15
1255.85,43,351,98,1
412.75,14,110,99,5
4821.89,80,625,101,14
111.34,16,28,94,7
2159.78,98,659,89,3
234.37,29,78,95,2
2423.25,79,280,102,9
2806.27,174,454,100,17
9394.58,343,1351,102,8
4528.71,90,508,100,17
520.29,41,167,95,1
843.76,43,226,98,11
7414.1,117,1227,102,13
313.65,7,106,33,16
5500.03,168,1095,101,16
4495.53,142,993,102,6
1377.69,27,295,97,12
2709.79,76,461,102,16
5307.52,172,972,102,14
2138.71,98,375,102,1
3208.19,71,866,102,17
2585.6,124,714,100,17
6249.35,82,1096,98,2
2841.4,114,493,101,1
3925.4900000000002,183,869,102,11
1107.54,82,345,102,5
8311.08,154,1238,102,7
1323.34,56,311,100,12
5018.78,177,861,102,12
2185.28,92,542,102,15
822.64,36,206,87,6
555.64,18,122,93,7
801.41,19,208,102,6
6158.06,306,959,102,14
1056.96,51,258,102,17
865.7,33,230,101,7
1703.02,63,471,102,17
1485.44,62,443,99,5
1046.59,47,283,90,4
633.92,54,134,87,4
1428.9,39,321,102,2
4048.29,61,633,102,12
1538.01,84,178,101,13
5262.3,227,982,100,10
550.48,17,179,92,7
1095.1,35,217,101,1
2035.1,76,398,93,15
188.49,10,59,98,3
14681.32,391,1814,102,15
727.45,67,144,101,6
1088.9,36,289,102,8
118.69,10,48,87,17
559.76,18,140,100,14
3425.7,151,605,102,7
4860.81,138,819,100,3
6665.22,179,887,102,13
2108.17,26,345,100,17
906.5500000000001,8,319,101,6
2636.57,63,607,100,6
2019.25,76,458,101,7
12763.78,279,1676,102,15
301.41,17,96,89,2
178.68,6,85,86,3
1676.34,126,308,102,13
4422.9800000000005,110,718,102,7
196.11,9,59,102,3
1572.61,113,329,102,13
1199.3700000000001,65,275,100,12
4583.46,102,692,96,6
8749.76,81,1643,101,7
368.07,5,93,64,4
2838.62,59,610,102,11
4122.83,113,895,102,8
4361.02,119,689,102,15
2437.06,115,282,101,16
8725.94,346,1303,102,1
323.27,19,22,101,10
1807.16,66,393,101,3
1885.95,60,479,94,9
978.85,43,287,101,11
4948.11,238,1183,102,17
609.75,30,139,89,18
771.51,23,284,97,13
3303.85,46,665,101,3
972.68,15,260,86,17
4841.9400000000005,74,918,101,8
3061.58,184,568,102,16
596.88,72,172,102,8
2563.57,139,503,102,13
1223.56,99,316,101,6
624.33,36,163,99,12
4029.19,153,454,65,7
69.94,6,19,102,5
6546.05,217,1647,102,5
6455.78,190,838,102,11
7520.9400000000005,132,876,102,13
9300.73,205,1392,101,2
10866.87,290,1534,102,5
3060.77,84,705,100,14
8335.74,192,1240,102,4
3060.36,146,653,102,6
4551.68,110,932,101,15
392.87,30,114,101,13
5339.03,109,782,102,12
1271.24,76,377,101,12
1540.47,77,480,98,10
1118.33,56,255,102,3
20671.5,971,3159,101,6
966.05,32,155,102,13
1051.1,22,294,100,5
11593.06,189,1318,102,8
158.42,12,56,71,15
1121.48,51,316,100,17
2089.29,165,415,99,5
2581.82,99,516,102,17
12850.56,396,2002,102,13
2506.89,90,644,95,11
660.92,37,162,100,4
1042.06,91,215,99,12
947.61,52,339,102,2
1220.81,42,302,102,15
330.68,9,102,87,1
511.41,49,157,99,18
5079.02,124,823,99,13
403.26,14,47,69,17
1871.22,40,427,99,3
3354.42,146,649,102,2
14279.7,136,1812,102,17
1716.05,29,392,99,10
5403.5,148,884,102,17
2728.77,71,711,98,2
1770.91,83,242,102,1
7824.64,157,1274,102,12
1502.2,82,460,102,10
3265.52,83,1060,102,6
601.25,26,185,99,8
6327.51,119,992,101,10
9403.42,139,2081,101,11
699.16,33,252,100,16
950.77,62,261,82,10
2858.85,133,611,102,3
2588.73,111,478,78,3
2120.93,35,484,101,17
209.0,20,60,93,11
4339.66,63,758,98,17
7111.9800000000005,221,991,101,12
2601.6,172,642,102,16
3394.07,90,709,102,11
5486.16,113,1082,102,12
